product_id,name,sub_brand,url,sale_price,mrp,discount_amount,discount_pct
B75806,Samba OG Shoes,Originals,https://www.adidas.co.in/samba-og-shoes/B75806.html,10999.0,10999,0.0,0.0
ID8757,Galaxy 7 Running Shoes,Performance,https://www.adidas.co.in/galaxy-7-running-shoes/ID8757.html,4409.5,6299,1889.5,30.0
B75807,Samba OG Shoes,Originals,https://www.adidas.co.in/samba-og-shoes/B75807.html,10999.0,10999,0.0,0.0
KI0066,PURECHILL SLIDES,Sportswear,https://www.adidas.co.in/purechill-slides/KI0066.html,6599.0,6599,0.0,0.0
JH6206,Adizero EVO SL Shoes,Performance,https://www.adidas.co.in/adizero-evo-sl-shoes/JH6206.html,15999.0,15999,0.0,0.0
KI6120,ADISTAR CONTROL 5 SHOES,Originals,https://www.adidas.co.in/adistar-control-5-shoes/KI6120.html,12999.0,12999,0.0,0.0
KH6879,ADIDAS X COCA-COLA SAMBA OG SHOES,Originals,https://www.adidas.co.in/adidas-x-coca-cola-samba-og-shoes/KH6879.html,10999.0,10999,0.0,0.0
KH6414,PURECHILL SLIDES,Sportswear,https://www.adidas.co.in/purechill-slides/KH6414.html,4999.0,4999,0.0,0.0
KJ3265,SAMBA 62 SUPER MERCEDES AMG PETRONAS F1 TEAM SHOES,Originals,https://www.adidas.co.in/samba-62-super-mercedes-amg-petronas-f1-team-shoes/KJ3265.html,11999.0,11999,0.0,0.0
KH6420,PURECHILL SLIDES,Sportswear,https://www.adidas.co.in/purechill-slides/KH6420.html,4999.0,4999,0.0,0.0
KZ6575,F50 FORMOTION SP5DER Shoes,Originals,https://www.adidas.co.in/f50-formotion-sp5der-shoes/KZ6575.html,18999.0,18999,0.0,0.0
KI0075,PURECHILL SLIDES,Sportswear,https://www.adidas.co.in/purechill-slides/KI0075.html,6599.0,6599,0.0,0.0
KZ8509,HYPERBOOST EUPHORIA LT SHOES,Originals,https://www.adidas.co.in/hyperboost-euphoria-lt-shoes/KZ8509.html,15999.0,15999,0.0,0.0
KH6422,PURECHILL SLIDES,Sportswear,https://www.adidas.co.in/purechill-slides/KH6422.html,6599.0,6599,0.0,0.0
KZ8506,HYPERBOOST EUPHORIA LT SHOES,Originals,https://www.adidas.co.in/hyperboost-euphoria-lt-shoes/KZ8506.html,15999.0,15999,0.0,0.0
LA1521,Grand Court Base 3.0 IKD Shoes,Sportswear,https://www.adidas.co.in/grand-court-base-3.0-ikd-shoes/LA1521.html,6299.0,6299,0.0,0.0
LA5997,HYPERBOOST EUPHORIA LT SHOES,Originals,https://www.adidas.co.in/hyperboost-euphoria-lt-shoes/LA5997.html,15999.0,15999,0.0,0.0
KK3837,Rapidmove ADV 2 Training Shoes,Performance,https://www.adidas.co.in/rapidmove-adv-2-training-shoes/KK3837.html,12999.0,12999,0.0,0.0
KZ8511,HYPERBOOST EUPHORIA LT SHOES,Originals,https://www.adidas.co.in/hyperboost-euphoria-lt-shoes/KZ8511.html,15999.0,15999,0.0,0.0
KH6895,ADIDAS X COCA-COLA ADISTAR CONTROL 5 SHOES,Originals,https://www.adidas.co.in/adidas-x-coca-cola-adistar-control-5-shoes/KH6895.html,13999.0,13999,0.0,0.0
KH6701,PURECHILL SLIDES,Sportswear,https://www.adidas.co.in/purechill-slides/KH6701.html,4999.0,4999,0.0,0.0
JS3162,Dropset Base Training Shoes,Performance,https://www.adidas.co.in/dropset-base-training-shoes/JS3162.html,6599.0,6599,0.0,0.0
KJ6612,Dropset 4 Training Shoes,Performance,https://www.adidas.co.in/dropset-4-training-shoes/KJ6612.html,13999.0,13999,0.0,0.0
KZ8507,HYPERBOOST EUPHORIA LT SHOES,Originals,https://www.adidas.co.in/hyperboost-euphoria-lt-shoes/KZ8507.html,15999.0,15999,0.0,0.0
HP9978,Predator Club Firm Ground/ Multi Ground Football Boots,Performance,https://www.adidas.co.in/predator-club-firm-ground--multi-ground-football-boots/HP9978.html,5999.0,5999,0.0,0.0
HQ2273,Predator Club Fold-Over Tongue Firm Ground/Multi Ground Football Boots,Performance,https://www.adidas.co.in/predator-club-fold-over-tongue-firm-ground-multi-ground-football-boots/HQ2273.html,6999.0,6999,0.0,0.0
KH6880,ADIDAS X COCA-COLA SAMBA OG SHOES,Originals,https://www.adidas.co.in/adidas-x-coca-cola-samba-og-shoes/KH6880.html,10999.0,10999,0.0,0.0
JP7149,Adizero EVO SL Shoes,Performance,https://www.adidas.co.in/adizero-evo-sl-shoes/JP7149.html,15999.0,15999,0.0,0.0
KI4763,ADIZERO EVO SL EXO Shoes,Performance,https://www.adidas.co.in/adizero-evo-sl-exo-shoes/KI4763.html,15999.0,15999,0.0,0.0
DB3021,Handball Spezial Shoes,Originals,https://www.adidas.co.in/handball-spezial-shoes/DB3021.html,7699.5,10999,3299.5,30.0
KH6893,ADIDAS X COCA-COLA SAMBA OG SHOES,Originals,https://www.adidas.co.in/adidas-x-coca-cola-samba-og-shoes/KH6893.html,12999.0,12999,0.0,0.0
KH6906,ADIDAS X COCA-COLA PREDATOR SALA SHOES,Originals,https://www.adidas.co.in/adidas-x-coca-cola-predator-sala-shoes/KH6906.html,11999.0,11999,0.0,0.0
IH1913,F50 Messi Club Firm Ground / Multi Ground Football Boots,Performance,https://www.adidas.co.in/f50-messi-club-firm-ground-multi-ground-football-boots/IH1913.html,6599.0,6599,0.0,0.0
JR4673,Dropset 4 Training Shoes,Performance,https://www.adidas.co.in/dropset-4-training-shoes/JR4673.html,9799.5,13999,4199.5,30.0
JK0171,NU23 Cricket Shoes,Performance,https://www.adidas.co.in/nu23-cricket-shoes/JK0171.html,2499.5,4999,2499.5,50.0
JR2121,Handball Spezial Shoes,Originals,https://www.adidas.co.in/handball-spezial-shoes/JR2121.html,10999.0,10999,0.0,0.0
EW2462,CLINCH-X SHOES,Performance,https://www.adidas.co.in/clinch-x-shoes/EW2462.html,1899.5,3799,1899.5,50.0
IU6505,Comfort Walk Shoes,Sportswear,https://www.adidas.co.in/comfort-walk-shoes/IU6505.html,2499.5,4999,2499.5,50.0
KI6919,Adizero EVO SL Shoes,Performance,https://www.adidas.co.in/adizero-evo-sl-shoes/KI6919.html,15999.0,15999,0.0,0.0
ID8760,Galaxy 7 Running Shoes,Performance,https://www.adidas.co.in/galaxy-7-running-shoes/ID8760.html,4409.5,6299,1889.5,30.0
JJ5832,SnugPro Running Shoes,Performance,https://www.adidas.co.in/snugpro-running-shoes/JJ5832.html,1999.5,3999,1999.5,50.0
EX2040,CLEAR FACTOR SHOES,Performance,https://www.adidas.co.in/clear-factor-shoes/EX2040.html,1899.5,3799,1899.5,50.0
280647,ADILETTE SLIDES,Originals,https://www.adidas.co.in/adilette-slides/280647.html,3999.0,3999,0.0,0.0
HQ2569,CLOUDFOAM FLEX LOUNGE RAPIDFIT SHOES,Sportswear,https://www.adidas.co.in/cloudfoam-flex-lounge-rapidfit-shoes/HQ2569.html,6599.0,6599,0.0,0.0
IG9184,Advantage Base 2.0 Shoes,Sportswear,https://www.adidas.co.in/advantage-base-2.0-shoes/IG9184.html,3299.5,6599,3299.5,50.0
IQ8955,FLEECEWALK SHOES,Sportswear,https://www.adidas.co.in/fleecewalk-shoes/IQ8955.html,1999.5,3999,1999.5,50.0
IU6402,BASENEW SHOES,Performance,https://www.adidas.co.in/basenew-shoes/IU6402.html,2579.5,4299,1719.5,40.0
IU7900,JAUNTZA SHOES,Sportswear,https://www.adidas.co.in/jauntza-shoes/IU7900.html,1799.5,3599,1799.5,50.0
KI6901,Adizero EVO SL Shoes,Performance,https://www.adidas.co.in/adizero-evo-sl-shoes/KI6901.html,15999.0,15999,0.0,0.0
JJ5870,ExcelCourt Eaze Sneaker,Sportswear,https://www.adidas.co.in/excelcourt-eaze-sneaker/JJ5870.html,1999.5,3999,1999.5,50.0
IF7087,Handball Spezial Shoes,Originals,https://www.adidas.co.in/handball-spezial-shoes/IF7087.html,10999.0,10999,0.0,0.0
IQ9813,POMAZOR SHOES,Sportswear,https://www.adidas.co.in/pomazor-shoes/IQ9813.html,2159.5,3599,1439.5,40.0
HQ2568,CLOUDFOAM FLEX LOUNGE RAPIDFIT SHOES,Sportswear,https://www.adidas.co.in/cloudfoam-flex-lounge-rapidfit-shoes/HQ2568.html,6599.0,6599,0.0,0.0
JJ5309,Symphony Shoes,Sportswear,https://www.adidas.co.in/symphony-shoes/JJ5309.html,2499.5,4999,2499.5,50.0
GA1135,SEIZE THE STREET SHOES,Performance,https://www.adidas.co.in/seize-the-street-shoes/GA1135.html,2399.5,4799,2399.5,50.0
HP3428,CLOUDFOAM CUXXION RAPIDFIT SHOES,Sportswear,https://www.adidas.co.in/cloudfoam-cuxxion-rapidfit-shoes/HP3428.html,7999.0,7999,0.0,0.0
JJ5396,Zapcore Running Shoes,Performance,https://www.adidas.co.in/zapcore-running-shoes/JJ5396.html,2399.5,4799,2399.5,50.0
IQ9119,RESTOUND SHOES,Performance,https://www.adidas.co.in/restound-shoes/IQ9119.html,1999.5,3999,1999.5,50.0
IQ9812,POMAZOR SHOES,Sportswear,https://www.adidas.co.in/pomazor-shoes/IQ9812.html,1799.5,3599,1799.5,50.0
EY3136,CORE LINEAR IND COMFORT FLIP FLOP,Sportswear,https://www.adidas.co.in/core-linear-ind-comfort-flip-flop/EY3136.html,999.5,1999,999.5,50.0
JI1282,SL 72 RS Shoes,Originals,https://www.adidas.co.in/sl-72-rs-shoes/JI1282.html,5999.5,9999,3999.5,40.0
JQ6977,Runfalcon 5 Running Shoes,Performance,https://www.adidas.co.in/runfalcon-5-running-shoes/JQ6977.html,4619.5,6599,1979.5,30.0
IU6261,CLOUD TEC SHOES,Performance,https://www.adidas.co.in/cloud-tec-shoes/IU6261.html,2499.5,4999,2499.5,50.0
IU6260,CLOUD TEC SHOES,Performance,https://www.adidas.co.in/cloud-tec-shoes/IU6260.html,2499.5,4999,2499.5,50.0
IU6376,ZAPID SHOES,Performance,https://www.adidas.co.in/zapid-shoes/IU6376.html,2499.5,4999,2499.5,50.0
GA0990,HURTLE FLIP-FLOPS,Sportswear,https://www.adidas.co.in/hurtle-flip-flops/GA0990.html,779.5,1299,519.5,40.0
EX2038,CLEAR FACTOR SHOES,Performance,https://www.adidas.co.in/clear-factor-shoes/EX2038.html,1899.5,3799,1899.5,50.0
GW2064,ADVANTAGE BASE SHOES,Sportswear,https://www.adidas.co.in/advantage-base-shoes/GW2064.html,3299.5,6599,3299.5,50.0
GA0994,HURTLE FLIP-FLOPS,Sportswear,https://www.adidas.co.in/hurtle-flip-flops/GA0994.html,649.5,1299,649.5,50.0
GA1136,SEIZE THE STREET SHOES,Performance,https://www.adidas.co.in/seize-the-street-shoes/GA1136.html,2399.5,4799,2399.5,50.0
GA1050,MISTICO  FLIP-FLOPS,Sportswear,https://www.adidas.co.in/mistico--flip-flops/GA1050.html,779.5,1299,519.5,40.0
IE3438,Samba OG Shoes,Originals,https://www.adidas.co.in/samba-og-shoes/IE3438.html,10999.0,10999,0.0,0.0
IU6404,BASENEW SHOES,Performance,https://www.adidas.co.in/basenew-shoes/IU6404.html,2149.5,4299,2149.5,50.0
JJ5305,Heather Low Shoes,Sportswear,https://www.adidas.co.in/heather-low-shoes/JJ5305.html,2399.5,4799,2399.5,50.0
JR6183,COPA PURE IV CLUB Firm Ground/Multi Ground Football Boots,Performance,https://www.adidas.co.in/copa-pure-iv-club-firm-ground-multi-ground-football-boots/JR6183.html,5999.0,5999,0.0,0.0
EY2980,ADI RUDH SHOES,Performance,https://www.adidas.co.in/adi-rudh-shoes/EY2980.html,2299.5,4599,2299.5,50.0
KK3439,JAPAN SHOES,Originals,https://www.adidas.co.in/japan-shoes/KK3439.html,12999.0,12999,0.0,0.0
IU6319,JOLT RUNNER SHOES,Performance,https://www.adidas.co.in/jolt-runner-shoes/IU6319.html,2499.5,4999,2499.5,50.0
IQ9796,JAUNTZA SHOES,Sportswear,https://www.adidas.co.in/jauntza-shoes/IQ9796.html,2159.5,3599,1439.5,40.0
IU6698,VAC-RUN SHOES,Performance,https://www.adidas.co.in/vac-run-shoes/IU6698.html,2499.5,4999,2499.5,50.0
IH6843,SAMBA OG SHOES,Originals,https://www.adidas.co.in/samba-og-shoes/IH6843.html,8399.5,11999,3599.5,30.0
EY2981,CORE LINEAR STUNICON SHOES,Performance,https://www.adidas.co.in/core-linear-stunicon-shoes/EY2981.html,2499.5,4999,2499.5,50.0
IQ9110,RAYRUN SHOES,Performance,https://www.adidas.co.in/rayrun-shoes/IQ9110.html,2879.5,4799,1919.5,40.0
GA0943,COURT RAGE SHOES,Sportswear,https://www.adidas.co.in/court-rage-shoes/GA0943.html,2499.5,4999,2499.5,50.0
IU6276,EXPEREO SHOES,Performance,https://www.adidas.co.in/expereo-shoes/IU6276.html,2799.5,5599,2799.5,50.0
KK3438,JAPAN SHOES,Originals,https://www.adidas.co.in/japan-shoes/KK3438.html,12999.0,12999,0.0,0.0
IE8812,Runfalcon 5 Running Shoes,Performance,https://www.adidas.co.in/runfalcon-5-running-shoes/IE8812.html,6599.0,6599,0.0,0.0
IQ9174,ULTRA RESPONSE SHOES,Performance,https://www.adidas.co.in/ultra-response-shoes/IQ9174.html,2579.5,4299,1719.5,40.0
BD7632,Handball Spezial Shoes,Originals,https://www.adidas.co.in/handball-spezial-shoes/BD7632.html,7699.5,10999,3299.5,30.0
IQ9157,STEP N PACE SHOES,Performance,https://www.adidas.co.in/step-n-pace-shoes/IQ9157.html,3179.5,5299,2119.5,40.0
IU6241,AMALGO SHOES,Performance,https://www.adidas.co.in/amalgo-shoes/IU6241.html,2649.5,5299,2649.5,50.0
JS0746,SL 72 RS Shoes,Originals,https://www.adidas.co.in/sl-72-rs-shoes/JS0746.html,4999.5,9999,4999.5,50.0
GA1131,JAYSAW REFLECTIVE SHOES,Performance,https://www.adidas.co.in/jaysaw-reflective-shoes/GA1131.html,2299.5,4599,2299.5,50.0
JS1324,Italia 70s Shoes,Originals,https://www.adidas.co.in/italia-70s-shoes/JS1324.html,8999.0,8999,0.0,0.0
IQ9176,ULTRA RESPONSE SHOES,Performance,https://www.adidas.co.in/ultra-response-shoes/IQ9176.html,2579.5,4299,1719.5,40.0
JJ5639,adidas Stridx Shoes,Performance,https://www.adidas.co.in/adidas-stridx-shoes/JJ5639.html,2399.5,4799,2399.5,50.0
JR8633,VL Court 3.0 Shoes,Sportswear,https://www.adidas.co.in/vl-court-3.0-shoes/JR8633.html,4199.5,6999,2799.5,40.0
IU6324,LAUFEN SPEED SHOES,Performance,https://www.adidas.co.in/laufen-speed-shoes/IU6324.html,2649.5,5299,2649.5,50.0
FU7592,Adilette Lite Slides,Originals,https://www.adidas.co.in/adilette-lite-slides/FU7592.html,2099.5,2999,899.5,30.0
IU6320,JOLT RUNNER SHOES,Performance,https://www.adidas.co.in/jolt-runner-shoes/IU6320.html,2499.5,4999,2499.5,50.0
JR3668,Handball Spezial Shoes,Originals,https://www.adidas.co.in/handball-spezial-shoes/JR3668.html,10999.0,10999,0.0,0.0
IU6378,ZAPID SHOES,Performance,https://www.adidas.co.in/zapid-shoes/IU6378.html,2999.5,4999,1999.5,40.0
IU6403,BASENEW SHOES,Performance,https://www.adidas.co.in/basenew-shoes/IU6403.html,2149.5,4299,2149.5,50.0
IQ8896,CYBERRUN SHOES,Performance,https://www.adidas.co.in/cyberrun-shoes/IQ8896.html,2999.5,4999,1999.5,40.0
IU5993,ZENITH FLIP-FLOPS,Sportswear,https://www.adidas.co.in/zenith-flip-flops/IU5993.html,799.5,1599,799.5,50.0
